Mod:Item:MetaData, Localized Name
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:5, Redstone Card (Tier 2)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
aenetvistool:net_visualizer, Network Visualization Tool
ae2stuff:encoder, Pattern Encoder
ae2stuff:grower, Crystal Growth Chamber
ae2stuff:inscriber, Advanced Inscriber
ae2stuff:wireless, Wireless Connector
ae2stuff:wireless_kit, Wireless Setup Kit
ae2stuff:visualiser, Network Visualisation Tool
appliedintegrations:energyimportpartitem, ME Energy Import Bus
appliedintegrations:energyexportpartitem, ME Energy Export Bus
appliedintegrations:energystoragepartitem, ME Energy Storage Bus
appliedintegrations:energyinterfacepartitem, ME Energy Interface
appliedintegrations:energymonitorpartitem, ME Energy Storage Monitor
appliedintegrations:energyterminalpartitem, ME Energy Terminal
appliedintegrations:energyannihilationpartitem, ME Energy Annihilation Plane
appliedintegrations:energyformationpartitem, ME Energy Formation Plane
appliedintegrations:interaction_bus, ME Interaction Bus
appliedintegrations:wireless_energy_terminal, ME Wireless Energy Terminal
appliedintegrations:advancedwrench, Advanced Network Tool
appliedintegrations:network_card, ME Network Card
appliedintegrations:energystoragecell_1k, ME 1k Energy Cell
appliedintegrations:energystoragecell_4k, ME 4k Energy Cell
appliedintegrations:energystoragecell_16k, ME 16k Energy Cell
appliedintegrations:energystoragecell_64k, ME 64k Energy Cell
appliedintegrations:energystoragecomponent_1k:0, 1k ME Energy Storage Component
appliedintegrations:energystoragecomponent_4k:0, 4k ME Energy Storage Component
appliedintegrations:energystoragecomponent_16k:0, 16k ME Energy Storage Component
appliedintegrations:energystoragecomponent_64k:0, 64k ME Energy Storage Component
appliedintegrations:einterface, ME Energy Interface
appliedintegrations:servercore, ME Multi-Controller Core
appliedintegrations:serverframe, ME Multi-Controller Rib
appliedintegrations:serverport, ME Multi-Controller Port
appliedintegrations:serverhousing, ME Multi-Controller Housing
appliedintegrations:serversecurity, ME Multi-Controller Terminal
appliedintegrations:blocklogicbusribs, ME Logic Bus Rib
appliedintegrations:blocklogicbuscore, ME Logic Bus Core
appliedintegrations:blocklogicbusport, ME Logic Bus Port
appliedintegrations:blockmeturret, ME Defence Tower
appliedintegrations:blocksingularity, Black Hole
appliedintegrations:blockwhitehole, White Hole
appliedintegrations:blockmepylon, ME Pylon
bewitchment:blessed_stone, Blessed Stone
bewitchment:block_of_amethyst, Block of Amethyst
bewitchment:block_of_garnet, Block of Garnet
bewitchment:block_of_opal, Block of Opal
bewitchment:block_of_silver, Block of Silver
bewitchment:block_of_cold_iron, Block of Cold Iron
bewitchment:block_of_salt, Block of Salt
bewitchment:amethyst_ore, Amethyst Ore
bewitchment:garnet_ore, Garnet Ore
bewitchment:opal_ore, Opal Ore
bewitchment:silver_ore, Silver Ore
bewitchment:salt_ore, Salt Ore
bewitchment:purifying_earth, Purifying Earth
bewitchment:coquina, Coquina
bewitchment:coquina_bricks, Coquina Bricks
bewitchment:chiseled_coquina, Chiseled Coquina
bewitchment:nethersteel, Nethersteel
bewitchment:perpetual_ice, Perpetual Ice
bewitchment:perpetual_ice_stairs, Perpetual Ice Stairs
bewitchment:perpetual_ice_slab:0, Perpetual Ice Slab
bewitchment:perpetual_ice_fence, Perpetual Ice Fence
bewitchment:embittered_bricks, Embittered Bricks
bewitchment:cracked_embittered_bricks, Cracked Embittered Bricks
bewitchment:chiseled_embittered_bricks, Chiseled Embittered Bricks
bewitchment:embittered_brick_stairs, Embittered Brick Stairs
bewitchment:embittered_bricks_slab:0, Embittered Bricks Slab
bewitchment:embittered_brick_fence, Embittered Brick Fence
bewitchment:scorned_bricks, Scorned Bricks
bewitchment:cracked_scorned_bricks, Cracked Scorned Bricks
bewitchment:chiseled_scorned_bricks, Chiseled Scorned Bricks
bewitchment:scorned_brick_stairs, Scorned Brick Stairs
bewitchment:scorned_bricks_slab:0, Scorned Bricks Slab
bewitchment:scorned_brick_fence, Scorned Brick Fence
bewitchment:mossy_scorned_bricks, Mossy Scorned Bricks
bewitchment:crying_scorned_bricks, Warped Scorned Bricks
bewitchment:despair_bricks, Despair Bricks
bewitchment:ochre_despair_bricks, Ochre Despair Bricks
bewitchment:nethersteel_fence, Nethersteel Fence
bewitchment:coquina_fence, Coquina Fence
bewitchment:mossy_scorned_brick_fence, Mossy Scorned Brick Fence
bewitchment:crying_scorned_brick_fence, Warped Scorned Brick Fence
bewitchment:despair_brick_fence, Despair Brick Fence
bewitchment:ochre_despair_brick_fence, Ochre Despair Brick Fence
bewitchment:alchemists_carpet, Alchemist Carpet
bewitchment:hedgewitches_carpet, Hedgewitch Carpet
bewitchment:besmirched_carpet, Besmirched Carpet
bewitchment:mossy_scorned_brick_stairs, Mossy Scorned Brick Stairs
bewitchment:crying_scorned_brick_stairs, Warped Scorned Brick Stairs
bewitchment:despair_brick_stairs, Despair Brick Stairs
bewitchment:ochre_despair_brick_stairs, Ochre Despair Brick Stairs
bewitchment:nethersteel_stairs, Nethersteel Stairs
bewitchment:coquina_stairs, Coquina Stairs
bewitchment:coquina_slab:0, Coquina Slab
bewitchment:nethersteel_slab:0, Nethersteel Slab
bewitchment:mossy_scorned_brick_slab:0, Mossy Scorned Brick Slab
bewitchment:crying_scorned_brick_slab:0, Warped Scorned Brick Slab
bewitchment:despair_brick_slab:0, Despair Brick Slab
bewitchment:ochre_despair_brick_slab:0, Ochre Despair Brick Slab
bewitchment:coquina_wall, Coquina Wall
bewitchment:scorned_brick_wall, Scorned Brick Wall
bewitchment:despair_brick_wall, Despair Brick Wall
bewitchment:ochre_despair_brick_wall, Ochre Despair Brick Wall
bewitchment:embittered_brick_wall, Embittered Brick Wall
bewitchment:mossy_scorned_brick_wall, Mossy Scorned Brick Wall
bewitchment:crying_scorned_brick_wall, Warped Scorned Brick Wall
bewitchment:nethersteel_wall, Nethersteel Wall
bewitchment:greenwitch_fleece, Hedgewitch Fleece
bewitchment:besmirched_fleece, Besmirched Fleece
bewitchment:alchemists_fleece, Alchemist Fleece
bewitchment:dragons_blood_resin_block, Block of Dragon's Blood Resin
bewitchment:goblet, Goblet
bewitchment:filled_goblet, Filled Goblet
bewitchment:white_candle, White Candle
bewitchment:orange_candle, Orange Candle
bewitchment:magenta_candle, Magenta Candle
bewitchment:light_blue_candle, Light Blue Candle
bewitchment:yellow_candle, Yellow Candle
bewitchment:lime_candle, Lime Candle
bewitchment:pink_candle, Pink Candle
bewitchment:gray_candle, Gray Candle
bewitchment:light_gray_candle, Light Gray Candle
bewitchment:cyan_candle, Cyan Candle
bewitchment:purple_candle, Purple Candle
bewitchment:blue_candle, Blue Candle
bewitchment:brown_candle, Brown Candle
bewitchment:green_candle, Green Candle
bewitchment:red_candle, Red Candle
bewitchment:black_candle, Black Candle
bewitchment:embergrass, Embergrass
bewitchment:torchwood, Torchwood
bewitchment:spanish_moss, Spanish Moss
bewitchment:blue_ink_cap, Blue Ink Cap
bewitchment:frostflower, Frost Flower
bewitchment:flower_siphoning_allium, Allium?
bewitchment:flower_siphoning_blue_orchid, Blue Orchid?
bewitchment:flower_siphoning_dandelion, Dandelion?
bewitchment:flower_siphoning_azure_bluet, Azure Bluet?
bewitchment:flower_siphoning_oxeye_daisy, Oxeye Daisy?
bewitchment:flower_siphoning_tulip_orange, Orange Tulip?
bewitchment:flower_siphoning_tulip_pink, Pink Tulip?
bewitchment:flower_siphoning_tulip_red, Red Tulip?
bewitchment:flower_siphoning_tulip_white, White Tulip?
bewitchment:flower_siphoning_poppy, Poppy?
bewitchment:candelabra_gold, Golden Candelabra
bewitchment:candelabra_iron, Iron Candelabra
bewitchment:candelabra_silver, Silver Candelabra
bewitchment:goddess_statue, Goddess Statue
bewitchment:cypress_sapling, Cypress Sapling
bewitchment:elder_sapling, Elder Sapling
bewitchment:juniper_sapling, Juniper Sapling
bewitchment:dragons_blood_sapling, Dragons Blood Sapling
bewitchment:cypress_wood, Cypress Wood
bewitchment:elder_wood, Elder Wood
bewitchment:juniper_wood, Juniper Wood
bewitchment:dragons_blood_wood, Dragons Blood Wood
bewitchment:cypress_planks, Cypress Planks
bewitchment:elder_planks, Elder Planks
bewitchment:juniper_planks, Juniper Planks
bewitchment:dragons_blood_planks, Dragons Blood Planks
bewitchment:cypress_leaves, Cypress Leaves
bewitchment:elder_leaves, Elder Leaves
bewitchment:juniper_leaves, Juniper Leaves
bewitchment:dragons_blood_leaves, Dragons Blood Leaves
bewitchment:juniper_chest, Juniper Chest
bewitchment:dragons_blood_chest, Dragon's Blood Chest
bewitchment:cypress_wood_stairs, Cypress Wood Stairs
bewitchment:elder_wood_stairs, Elder Wood Stairs
bewitchment:juniper_wood_stairs, Juniper Wood Stairs
bewitchment:dragons_blood_stairs, Dragon's Blood Stairs
bewitchment:cypress_wood_slab:0, Cypress Wood Slab
bewitchment:elder_wood_slab:0, Elder Wood Slab
bewitchment:juniper_wood_slab:0, Juniper Wood Slab
bewitchment:dragons_blood_slab:0, Dragon's Blood Slab
bewitchment:cypress_trapdoor, Cypress Trapdoor
bewitchment:elder_trapdoor, Elder Trapdoor
bewitchment:juniper_trapdoor, Juniper Trapdoor
bewitchment:dragons_blood_trapdoor, Dragon's Blood Trapdoor
bewitchment:cypress_fence_gate, Cypress Fence Gate
bewitchment:elder_fence_gate, Elder Fence Gate
bewitchment:juniper_fence_gate, Juniper Fence Gate
bewitchment:dragons_blood_fence_gate, Dragon's Blood Fence Gate
bewitchment:cypress_fence, Cypress Fence
bewitchment:elder_fence, Elder Fence
bewitchment:juniper_fence, Juniper Fence
bewitchment:dragons_blood_fence, Dragon's Blood Fence
bewitchment:cypress_pressure_plate, Cypress Pressure Plate
bewitchment:elder_pressure_plate, Elder Pressure Plate
bewitchment:juniper_pressure_plate, Juniper Pressure Plate
bewitchment:dragons_blood_pressure_plate, Dragon's Blood Pressure Plate
bewitchment:cypress_button, Cypress Button
bewitchment:elder_button, Elder Button
bewitchment:juniper_button, Juniper Button
bewitchment:dragons_blood_button, Dragon's Blood Button
bewitchment:stone_witches_altar, Stone Witches' Altar
bewitchment:nether_brick_witches_altar, Nether Brick Witches' Altar
bewitchment:obsidian_witches_altar, Obsidian Witches' Altar
bewitchment:coquina_witches_altar, Coquina Witches' Altar
bewitchment:embittered_brick_witches_altar, Embittered Brick Witches' Altar
bewitchment:scorned_brick_witches_altar, Scorned Brick Witches' Altar
bewitchment:witches_cauldron, Witches' Cauldron
bewitchment:witches_oven, Witches' Oven
bewitchment:distillery, Distillery
bewitchment:spinning_wheel, Spinning Wheel
bewitchment:crystal_ball, Crystal Ball
bewitchment:brazier, Brazier
bewitchment:sigil_table, Sigil Table
bewitchment:poppet_shelf_oak, Oak Poppet Shelf
bewitchment:poppet_shelf_spruce, Spruce Poppet Shelf
bewitchment:poppet_shelf_dark_oak, Dark Oak Poppet Shelf
bewitchment:poppet_shelf_jungle, Jungle Poppet Shelf
bewitchment:poppet_shelf_birch, Birch Poppet Shelf
bewitchment:poppet_shelf_acacia, Acacia Poppet Shelf
bewitchment:poppet_shelf_juniper, Juniper Poppet Shelf
bewitchment:poppet_shelf_cypress, Cypress Poppet Shelf
bewitchment:poppet_shelf_elder, Elder Poppet Shelf
bewitchment:poppet_shelf_dragons_blood, Dragon's Blood Poppet Shelf
bewitchment:stone_leonard_statue, Stone Leonard Statue
bewitchment:nether_brick_leonard_statue, Nether Brick Leonard Statue
bewitchment:scorned_brick_leonard_statue, Scorned Brick Leonard Statue
bewitchment:gold_leonard_statue, Gold Leonard Statue
bewitchment:stone_lilith_statue, Stone Lilith Statue
bewitchment:nether_brick_lilith_statue, Nether Brick Lilith Statue
bewitchment:scorned_brick_lilith_statue, Scorned Brick Lilith Statue
bewitchment:gold_lilith_statue, Gold Lilith Statue
bewitchment:stone_baphomet_statue, Stone Baphomet Statue
bewitchment:nether_brick_baphomet_statue, Nether Brick Baphomet Statue
bewitchment:scorned_brick_baphomet_statue, Scorned Brick Baphomet Statue
bewitchment:gold_baphomet_statue, Gold Baphomet Statue
bewitchment:stone_herne_statue, Stone Herne Statue
bewitchment:nether_brick_herne_statue, Nether Brick Herne Statue
bewitchment:scorned_brick_herne_statue, Scorned Brick Herne Statue
bewitchment:gold_herne_statue, Gold Herne Statue
bewitchment:stone_moloch_statue, Stone Moloch Statue
bewitchment:nether_brick_moloch_statue, Nether Brick Moloch Statue
bewitchment:scorned_brick_moloch_statue, Scorned Brick Moloch Statue
bewitchment:gold_moloch_statue, Gold Moloch Statue
bewitchment:stone_leonard_idol, Stone Leonard Idol
bewitchment:nether_brick_leonard_idol, Nether Brick Leonard Idol
bewitchment:scorned_brick_leonard_idol, Scorned Brick Leonard Idol
bewitchment:gold_leonard_idol, Gold Leonard Idol
bewitchment:stone_herne_idol, Stone Herne Idol
bewitchment:nether_brick_herne_idol, Nether Brick Herne Idol
bewitchment:scorned_brick_herne_idol, Scorned Brick Herne Idol
bewitchment:gold_herne_idol, Gold Herne Idol
bewitchment:stone_baphomet_idol, Stone Baphomet Idol
bewitchment:nether_brick_baphomet_idol, Nether Brick Baphomet Idol
bewitchment:scorned_brick_baphomet_idol, Scorned Brick Baphomet Idol
bewitchment:gold_baphomet_idol, Gold Baphomet Idol
bewitchment:stone_lilith_idol, Stone Lilith Idol
bewitchment:nether_brick_lilith_idol, Nether Brick Lilith Idol
bewitchment:scorned_brick_lilith_idol, Scorned Brick Lilith Idol
bewitchment:gold_lilith_idol, Gold Lilith Idol
bewitchment:stone_moloch_idol, Stone Moloch Idol
bewitchment:nether_brick_moloch_idol, Nether Brick Moloch Idol
bewitchment:scorned_brick_moloch_idol, Scorned Brick Moloch Idol
bewitchment:gold_moloch_idol, Gold Moloch Idol
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
chickenchunks:chunk_loader:0, Chunk Loader
chickenchunks:chunk_loader:1, Spot Loader
computronics:iron_note_block, Iron Note Block
computronics:audio_cable, Audio Cable
computronics:speaker, Speaker
computronics:tape_reader, Tape Drive
computronics:camera, Camera
computronics:chat_box:0, Chat Box
computronics:chat_box:8, Creative Chat Box
computronics:cipher, Cipher Block
computronics:cipher_advanced, Advanced Cipher Block
computronics:radar, Radar
computronics:colorful_lamp, Colorful Lamp
computronics:tape:0, Cassette Tape
computronics:tape:1, Cassette Tape
computronics:tape:2, Cassette Tape
